Country,Year,Setting,"Population (1000s)
Source: UN Population Division",Improved water,At least basic (improved within 30 mins),"Limited (improved
 > 30 mins)",Unimproved water,Surface water,Piped,Non-piped,Accessible on premises,Available when needed,Free from contamination,"Safely managed 
drinking water"
Burundi,2007,Rural,  7 357,72.6,51.6,21.0,15.7,11.7,16.6,56.0,1.6,39.6,#N/A,#N/A
Burundi,2008,Rural,  7 645,73.3,52.2,21.1,15.6,11.1,17.7,55.7,1.7,40.0,#N/A,#N/A
Burundi,2009,Rural,  8 019,74.1,52.9,21.2,15.5,10.5,18.8,55.3,1.8,40.4,#N/A,#N/A
Burundi,2010,Rural,  8 379,74.8,53.6,21.3,15.3,9.8,19.9,55.0,2.0,40.9,#N/A,#N/A
Burundi,2011,Rural,  8 657,75.6,54.2,21.4,15.2,9.2,21.0,54.6,2.1,41.3,#N/A,#N/A
Burundi,2012,Rural,  8 944,76.4,54.9,21.5,15.1,8.6,22.1,54.3,2.2,41.7,#N/A,#N/A
Burundi,2013,Rural,  9 241,77.1,55.6,21.5,14.9,7.9,23.2,53.9,2.3,42.1,#N/A,#N/A
Burundi,2014,Rural,  9 528,77.9,56.3,21.6,14.8,7.3,24.3,53.6,2.5,42.5,#N/A,#N/A
Burundi,2015,Rural,  9 713,78.7,57.0,21.7,14.7,6.7,25.4,53.2,2.6,42.9,#N/A,#N/A
Burundi,2016,Rural,  9 847,79.4,57.7,21.8,14.5,6.1,26.6,52.9,2.7,43.4,#N/A,#N/A
Burundi,2017,Rural,  10 045,80.2,58.3,21.9,14.4,5.4,27.7,52.5,2.9,43.8,#N/A,#N/A
Burundi,2018,Rural,  10 314,81.0,59.0,21.9,14.2,4.8,28.8,52.2,3.0,44.2,#N/A,#N/A
Burundi,2019,Rural,  10 617,81.7,59.7,22.0,14.1,4.2,29.9,51.8,3.1,44.6,#N/A,#N/A
Burundi,2020,Rural,  10 887,82.5,60.3,22.2,13.3,4.2,29.9,52.6,3.2,45.0,#N/A,#N/A
Burundi,2021,Rural,  11 143,83.3,60.8,22.4,12.6,4.2,29.9,53.4,3.2,45.4,#N/A,#N/A
Burundi,2022,Rural,  11 401,84.0,61.4,22.6,11.8,4.2,29.9,54.1,3.2,45.9,#N/A,#N/A
Burundi,2023,Rural,  11 666,84.0,61.4,22.6,11.8,4.2,29.9,54.1,3.2,45.9,#N/A,#N/A
Burundi,2024,Rural,  11 918,84.0,61.4,22.6,16.0,#N/A,#N/A,#N/A,3.2,45.9,#N/A,#N/A
Burundi,2025,Rural,  12 153,84.0,61.4,22.6,16.0,#N/A,#N/A,#N/A,3.2,45.9,#N/A,#N/A
Burundi,2026,Rural,  12 382,84.0,61.4,22.6,16.0,#N/A,#N/A,#N/A,3.2,45.9,#N/A,#N/A
Burundi,2027,Rural,  12 613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Burundi,2028,Urban,  12 857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Burundi,2029,Urban,  13 100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Burundi,2030,Urban,  13 334,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Burundi,2000,Urban,   534,88.9,82.4,6.5,3.5,7.6,76.9,12.0,42.9,60.6,#N/A,#N/A
Burundi,2001,Urban,   561,89.3,82.8,6.6,3.5,7.2,77.6,11.7,43.7,60.9,#N/A,#N/A
Burundi,2002,Urban,   592,89.8,83.2,6.6,3.4,6.7,78.4,11.5,44.4,61.3,#N/A,#N/A
Burundi,2003,Urban,   627,90.3,83.6,6.7,3.4,6.3,79.1,11.2,45.2,61.6,#N/A,#N/A
Burundi,2004,Urban,   668,90.8,84.0,6.8,3.3,5.9,79.8,10.9,45.9,61.9,#N/A,#N/A
Burundi,2005,Urban,   711,91.2,84.4,6.9,3.3,5.5,80.6,10.7,46.7,62.2,#N/A,#N/A
Burundi,2006,Urban,   756,91.7,84.8,6.9,3.3,5.0,81.3,10.4,47.5,62.6,#N/A,#N/A
Burundi,2007,Urban,   805,92.2,85.2,7.0,3.2,4.6,82.0,10.2,48.2,62.9,#N/A,#N/A
Burundi,2008,Urban,   861,92.7,85.6,7.1,3.2,4.2,82.8,9.9,49.0,63.2,#N/A,#N/A
Burundi,2009,Urban,   928,93.1,86.0,7.2,3.1,3.7,83.5,9.6,49.8,63.5,#N/A,#N/A
Burundi,2010,Urban,   998,93.6,86.4,7.2,3.1,3.3,84.2,9.4,50.6,63.8,#N/A,#N/A
Burundi,2011,Urban,  1 061,94.1,86.8,7.3,3.0,2.9,85.0,9.1,51.4,62.7,#N/A,#N/A
Burundi,2012,Urban,  1 127,94.6,87.2,7.4,3.0,2.5,85.7,8.8,52.2,61.4,#N/A,#N/A
Burundi,2013,Urban,  1 199,95.0,87.6,7.5,2.9,2.0,86.4,8.6,53.0,60.2,#N/A,#N/A
Burundi,2014,Urban,  1 272,95.5,87.9,7.6,2.9,1.6,87.2,8.3,53.8,59.0,#N/A,#N/A
Burundi,2015,Urban,  1 334,96.0,88.3,7.6,2.9,1.2,87.9,8.1,54.6,57.7,#N/A,#N/A
Burundi,2016,Urban,  1 392,96.5,88.7,7.7,2.8,0.7,88.7,7.8,55.5,56.5,#N/A,#N/A
Burundi,2017,Urban,  1 462,96.9,89.1,7.8,2.8,0.3,89.4,7.5,56.3,55.2,#N/A,#N/A
Burundi,2018,Urban,  1 546,97.4,89.5,7.9,2.6,0.0,90.1,7.3,57.1,53.9,#N/A,#N/A
Burundi,2019,Urban,  1 638,97.9,89.9,8.0,2.1,0.0,90.9,7.0,58.0,52.5,#N/A,#N/A
Burundi,2020,Urban,  1 730,98.4,90.3,8.0,1.6,0.0,90.9,7.5,58.3,52.8,#N/A,#N/A
Burundi,2021,Urban,  1 823,98.8,90.8,8.0,1.2,0.0,90.9,8.0,58.5,53.1,#N/A,#N/A
